"layer","x","y","fill","PANEL","group","align_padding","flipped_aes","ymin","ymax","xmin","xmax","colour","linewidth","linetype","alpha"
1,1937.875,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1937.875,1937.875,"white",0.15,1,0.95
1,1938,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1938,1938,"white",0.15,1,0.95
1,1938.125,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1938.125,1938.125,"white",0.15,1,0.95
1,1938.875,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1938.875,1938.875,"white",0.15,1,0.95
1,1939,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1939,1939,"white",0.15,1,0.95
1,1939.125,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1939.125,1939.125,"white",0.15,1,0.95
1,1939.875,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1939.875,1939.875,"white",0.15,1,0.95
1,1940,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1940,1940,"white",0.15,1,0.95
1,1940.125,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1940.125,1940.125,"white",0.15,1,0.95
1,1940.875,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1940.875,1940.875,"white",0.15,1,0.95
1,1941,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1941,1941,"white",0.15,1,0.95
1,1941.125,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1941.125,1941.125,"white",0.15,1,0.95
1,1941.875,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1941.875,1941.875,"white",0.15,1,0.95
1,1942,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1942,1942,"white",0.15,1,0.95
1,1942.125,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1942.125,1942.125,"white",0.15,1,0.95
1,1942.875,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1942.875,1942.875,"white",0.15,1,0.95
1,1943,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1943,1943,"white",0.15,1,0.95
1,1943.125,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1943.125,1943.125,"white",0.15,1,0.95
1,1943.875,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1943.875,1943.875,"white",0.15,1,0.95
1,1944,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1944,1944,"white",0.15,1,0.95
1,1944.125,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1944.125,1944.125,"white",0.15,1,0.95
1,1944.875,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1944.875,1944.875,"white",0.15,1,0.95
1,1945,0.357142857142857,"#e41a1c","1",2,"FALSE","FALSE",0.357142857142857,0.357142857142857,1945,1945,"white",0.15,1,0.95
1,1945.125,0.3515625,"#e41a1c","1",2,"FALSE","FALSE",0.3515625,0.3515625,1945.125,1945.125,"white",0.15,1,0.95
1,1945.875,0.318080357142857,"#e41a1c","1",2,"FALSE","FALSE",0.318080357142857,0.318080357142857,1945.875,1945.875,"white",0.15,1,0.95
1,1946,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.3125,0.3125,1946,1946,"white",0.15,1,0.95
1,1946.125,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.3125,0.3125,1946.125,1946.125,"white",0.15,1,0.95
1,1946.875,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.3125,0.3125,1946.875,1946.875,"white",0.15,1,0.95
1,1947,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.3125,0.3125,1947,1947,"white",0.15,1,0.95
1,1947.125,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.3125,0.3125,1947.125,1947.125,"white",0.15,1,0.95
1,1947.875,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.3125,0.3125,1947.875,1947.875,"white",0.15,1,0.95
1,1948,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.3125,0.3125,1948,1948,"white",0.15,1,0.95
1,1948.125,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.3125,0.3125,1948.125,1948.125,"white",0.15,1,0.95
1,1948.875,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.3125,0.3125,1948.875,1948.875,"white",0.15,1,0.95
1,1949,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.3125,0.3125,1949,1949,"white",0.15,1,0.95
1,1949.125,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.3125,0.3125,1949.125,1949.125,"white",0.15,1,0.95
1,1949.875,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.3125,0.3125,1949.875,1949.875,"white",0.15,1,0.95
1,1950,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.3125,0.3125,1950,1950,"white",0.15,1,0.95
1,1950.125,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.3125,0.3125,1950.125,1950.125,"white",0.15,1,0.95
1,1950.875,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.3125,0.3125,1950.875,1950.875,"white",0.15,1,0.95
1,1951,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.3125,0.3125,1951,1951,"white",0.15,1,0.95
1,1951.125,0.310202205882353,"#e41a1c","1",2,"FALSE","FALSE",0.310202205882353,0.310202205882353,1951.125,1951.125,"white",0.15,1,0.95
1,1951.875,0.296415441176471,"#e41a1c","1",2,"FALSE","FALSE",0.296415441176471,0.296415441176471,1951.875,1951.875,"white",0.15,1,0.95
1,1952,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.294117647058824,0.294117647058824,1952,1952,"white",0.15,1,0.95
1,1952.125,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.294117647058824,0.294117647058824,1952.125,1952.125,"white",0.15,1,0.95
1,1952.875,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.294117647058824,0.294117647058824,1952.875,1952.875,"white",0.15,1,0.95
1,1953,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.294117647058824,0.294117647058824,1953,1953,"white",0.15,1,0.95
1,1953.125,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.294117647058824,0.294117647058824,1953.125,1953.125,"white",0.15,1,0.95
1,1953.875,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.294117647058824,0.294117647058824,1953.875,1953.875,"white",0.15,1,0.95
1,1954,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.294117647058824,0.294117647058824,1954,1954,"white",0.15,1,0.95
1,1954.125,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.294117647058824,0.294117647058824,1954.125,1954.125,"white",0.15,1,0.95
1,1954.875,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.294117647058824,0.294117647058824,1954.875,1954.875,"white",0.15,1,0.95
1,1955,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.294117647058824,0.294117647058824,1955,1955,"white",0.15,1,0.95
1,1955.125,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.294117647058824,0.294117647058824,1955.125,1955.125,"white",0.15,1,0.95
1,1955.875,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.294117647058824,0.294117647058824,1955.875,1955.875,"white",0.15,1,0.95
1,1956,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.294117647058824,0.294117647058824,1956,1956,"white",0.15,1,0.95
1,1956.125,0.299019607843137,"#e41a1c","1",2,"FALSE","FALSE",0.299019607843137,0.299019607843137,1956.125,1956.125,"white",0.15,1,0.95
1,1956.875,0.32843137254902,"#e41a1c","1",2,"FALSE","FALSE",0.32843137254902,0.32843137254902,1956.875,1956.875,"white",0.15,1,0.95
1,1957,0.333333333333333,"#e41a1c","1",2,"FALSE","FALSE",0.333333333333333,0.333333333333333,1957,1957,"white",0.15,1,0.95
1,1957.125,0.333333333333333,"#e41a1c","1",2,"FALSE","FALSE",0.333333333333333,0.333333333333333,1957.125,1957.125,"white",0.15,1,0.95
1,1957.875,0.333333333333333,"#e41a1c","1",2,"FALSE","FALSE",0.333333333333333,0.333333333333333,1957.875,1957.875,"white",0.15,1,0.95
1,1958,0.333333333333333,"#e41a1c","1",2,"FALSE","FALSE",0.333333333333333,0.333333333333333,1958,1958,"white",0.15,1,0.95
1,1958.125,0.331140350877193,"#e41a1c","1",2,"FALSE","FALSE",0.331140350877193,0.331140350877193,1958.125,1958.125,"white",0.15,1,0.95
1,1958.875,0.317982456140351,"#e41a1c","1",2,"FALSE","FALSE",0.317982456140351,0.317982456140351,1958.875,1958.875,"white",0.15,1,0.95
1,1959,0.315789473684211,"#e41a1c","1",2,"FALSE","FALSE",0.315789473684211,0.315789473684211,1959,1959,"white",0.15,1,0.95
1,1959.125,0.313815789473684,"#e41a1c","1",2,"FALSE","FALSE",0.313815789473684,0.313815789473684,1959.125,1959.125,"white",0.15,1,0.95
1,1959.875,0.301973684210526,"#e41a1c","1",2,"FALSE","FALSE",0.301973684210526,0.301973684210526,1959.875,1959.875,"white",0.15,1,0.95
1,1960,0.3,"#e41a1c","1",2,"FALSE","FALSE",0.3,0.3,1960,1960,"white",0.15,1,0.95
1,1960.125,0.298214285714286,"#e41a1c","1",2,"FALSE","FALSE",0.298214285714286,0.298214285714286,1960.125,1960.125,"white",0.15,1,0.95
1,1960.875,0.2875,"#e41a1c","1",2,"FALSE","FALSE",0.2875,0.2875,1960.875,1960.875,"white",0.15,1,0.95
1,1961,0.285714285714286,"#e41a1c","1",2,"FALSE","FALSE",0.285714285714286,0.285714285714286,1961,1961,"white",0.15,1,0.95
1,1961.125,0.285714285714286,"#e41a1c","1",2,"FALSE","FALSE",0.285714285714286,0.285714285714286,1961.125,1961.125,"white",0.15,1,0.95
1,1961.875,0.285714285714286,"#e41a1c","1",2,"FALSE","FALSE",0.285714285714286,0.285714285714286,1961.875,1961.875,"white",0.15,1,0.95
1,1962,0.285714285714286,"#e41a1c","1",2,"FALSE","FALSE",0.285714285714286,0.285714285714286,1962,1962,"white",0.15,1,0.95
1,1962.125,0.285714285714286,"#e41a1c","1",2,"FALSE","FALSE",0.285714285714286,0.285714285714286,1962.125,1962.125,"white",0.15,1,0.95
1,1962.875,0.285714285714286,"#e41a1c","1",2,"FALSE","FALSE",0.285714285714286,0.285714285714286,1962.875,1962.875,"white",0.15,1,0.95
1,1963,0.285714285714286,"#e41a1c","1",2,"FALSE","FALSE",0.285714285714286,0.285714285714286,1963,1963,"white",0.15,1,0.95
1,1963.125,0.284090909090909,"#e41a1c","1",2,"FALSE","FALSE",0.284090909090909,0.284090909090909,1963.125,1963.125,"white",0.15,1,0.95
1,1963.875,0.274350649350649,"#e41a1c","1",2,"FALSE","FALSE",0.274350649350649,0.274350649350649,1963.875,1963.875,"white",0.15,1,0.95
1,1964,0.272727272727273,"#e41a1c","1",2,"FALSE","FALSE",0.272727272727273,0.272727272727273,1964,1964,"white",0.15,1,0.95
1,1964.125,0.272727272727273,"#e41a1c","1",2,"FALSE","FALSE",0.272727272727273,0.272727272727273,1964.125,1964.125,"white",0.15,1,0.95
1,1964.875,0.272727272727273,"#e41a1c","1",2,"FALSE","FALSE",0.272727272727273,0.272727272727273,1964.875,1964.875,"white",0.15,1,0.95
1,1965,0.272727272727273,"#e41a1c","1",2,"FALSE","FALSE",0.272727272727273,0.272727272727273,1965,1965,"white",0.15,1,0.95
1,1965.125,0.276679841897233,"#e41a1c","1",2,"FALSE","FALSE",0.276679841897233,0.276679841897233,1965.125,1965.125,"white",0.15,1,0.95
1,1965.875,0.300395256916996,"#e41a1c","1",2,"FALSE","FALSE",0.300395256916996,0.300395256916996,1965.875,1965.875,"white",0.15,1,0.95
1,1966,0.304347826086957,"#e41a1c","1",2,"FALSE","FALSE",0.304347826086957,0.304347826086957,1966,1966,"white",0.15,1,0.95
1,1966.125,0.30276268115942,"#e41a1c","1",2,"FALSE","FALSE",0.30276268115942,0.30276268115942,1966.125,1966.125,"white",0.15,1,0.95
1,1966.875,0.293251811594203,"#e41a1c","1",2,"FALSE","FALSE",0.293251811594203,0.293251811594203,1966.875,1966.875,"white",0.15,1,0.95
1,1967,0.291666666666667,"#e41a1c","1",2,"FALSE","FALSE",0.291666666666667,0.291666666666667,1967,1967,"white",0.15,1,0.95
1,1967.125,0.291666666666667,"#e41a1c","1",2,"FALSE","FALSE",0.291666666666667,0.291666666666667,1967.125,1967.125,"white",0.15,1,0.95
1,1967.875,0.291666666666667,"#e41a1c","1",2,"FALSE","FALSE",0.291666666666667,0.291666666666667,1967.875,1967.875,"white",0.15,1,0.95
1,1968,0.291666666666667,"#e41a1c","1",2,"FALSE","FALSE",0.291666666666667,0.291666666666667,1968,1968,"white",0.15,1,0.95
1,1968.125,0.295208333333333,"#e41a1c","1",2,"FALSE","FALSE",0.295208333333333,0.295208333333333,1968.125,1968.125,"white",0.15,1,0.95
1,1968.875,0.316458333333333,"#e41a1c","1",2,"FALSE","FALSE",0.316458333333333,0.316458333333333,1968.875,1968.875,"white",0.15,1,0.95
1,1969,0.32,"#e41a1c","1",2,"FALSE","FALSE",0.32,0.32,1969,1969,"white",0.15,1,0.95
1,1969.125,0.317037037037037,"#e41a1c","1",2,"FALSE","FALSE",0.317037037037037,0.317037037037037,1969.125,1969.125,"white",0.15,1,0.95
1,1969.875,0.299259259259259,"#e41a1c","1",2,"FALSE","FALSE",0.299259259259259,0.299259259259259,1969.875,1969.875,"white",0.15,1,0.95
1,1970,0.296296296296296,"#e41a1c","1",2,"FALSE","FALSE",0.296296296296296,0.296296296296296,1970,1970,"white",0.15,1,0.95
1,1970.125,0.296296296296296,"#e41a1c","1",2,"FALSE","FALSE",0.296296296296296,0.296296296296296,1970.125,1970.125,"white",0.15,1,0.95
1,1970.875,0.296296296296296,"#e41a1c","1",2,"FALSE","FALSE",0.296296296296296,0.296296296296296,1970.875,1970.875,"white",0.15,1,0.95
1,1971,0.296296296296296,"#e41a1c","1",2,"FALSE","FALSE",0.296296296296296,0.296296296296296,1971,1971,"white",0.15,1,0.95
1,1971.125,0.293742017879949,"#e41a1c","1",2,"FALSE","FALSE",0.293742017879949,0.293742017879949,1971.125,1971.125,"white",0.15,1,0.95
1,1971.875,0.278416347381865,"#e41a1c","1",2,"FALSE","FALSE",0.278416347381865,0.278416347381865,1971.875,1971.875,"white",0.15,1,0.95
1,1972,0.275862068965517,"#e41a1c","1",2,"FALSE","FALSE",0.275862068965517,0.275862068965517,1972,1972,"white",0.15,1,0.95
1,1972.125,0.274712643678161,"#e41a1c","1",2,"FALSE","FALSE",0.274712643678161,0.274712643678161,1972.125,1972.125,"white",0.15,1,0.95
1,1972.875,0.267816091954023,"#e41a1c","1",2,"FALSE","FALSE",0.267816091954023,0.267816091954023,1972.875,1972.875,"white",0.15,1,0.95
1,1973,0.266666666666667,"#e41a1c","1",2,"FALSE","FALSE",0.266666666666667,0.266666666666667,1973,1973,"white",0.15,1,0.95
1,1973.125,0.265591397849462,"#e41a1c","1",2,"FALSE","FALSE",0.265591397849462,0.265591397849462,1973.125,1973.125,"white",0.15,1,0.95
1,1973.875,0.259139784946237,"#e41a1c","1",2,"FALSE","FALSE",0.259139784946237,0.259139784946237,1973.875,1973.875,"white",0.15,1,0.95
1,1974,0.258064516129032,"#e41a1c","1",2,"FALSE","FALSE",0.258064516129032,0.258064516129032,1974,1974,"white",0.15,1,0.95
1,1974.125,0.257056451612903,"#e41a1c","1",2,"FALSE","FALSE",0.257056451612903,0.257056451612903,1974.125,1974.125,"white",0.15,1,0.95
1,1974.875,0.251008064516129,"#e41a1c","1",2,"FALSE","FALSE",0.251008064516129,0.251008064516129,1974.875,1974.875,"white",0.15,1,0.95
1,1975,0.25,"#e41a1c","1",2,"FALSE","FALSE",0.25,0.25,1975,1975,"white",0.15,1,0.95
1,1975.125,0.255514705882353,"#e41a1c","1",2,"FALSE","FALSE",0.255514705882353,0.255514705882353,1975.125,1975.125,"white",0.15,1,0.95
1,1975.875,0.288602941176471,"#e41a1c","1",2,"FALSE","FALSE",0.288602941176471,0.288602941176471,1975.875,1975.875,"white",0.15,1,0.95
1,1976,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.294117647058824,0.294117647058824,1976,1976,"white",0.15,1,0.95
1,1976.125,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.294117647058824,0.294117647058824,1976.125,1976.125,"white",0.15,1,0.95
1,1976.875,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.294117647058824,0.294117647058824,1976.875,1976.875,"white",0.15,1,0.95
1,1977,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.294117647058824,0.294117647058824,1977,1977,"white",0.15,1,0.95
1,1977.125,0.289404223227753,"#e41a1c","1",2,"FALSE","FALSE",0.289404223227753,0.289404223227753,1977.125,1977.125,"white",0.15,1,0.95
1,1977.875,0.261123680241327,"#e41a1c","1",2,"FALSE","FALSE",0.261123680241327,0.261123680241327,1977.875,1977.875,"white",0.15,1,0.95
1,1978,0.256410256410256,"#e41a1c","1",2,"FALSE","FALSE",0.256410256410256,0.256410256410256,1978,1978,"white",0.15,1,0.95
1,1978.125,0.255608974358974,"#e41a1c","1",2,"FALSE","FALSE",0.255608974358974,0.255608974358974,1978.125,1978.125,"white",0.15,1,0.95
1,1978.875,0.250801282051282,"#e41a1c","1",2,"FALSE","FALSE",0.250801282051282,0.250801282051282,1978.875,1978.875,"white",0.15,1,0.95
1,1979,0.25,"#e41a1c","1",2,"FALSE","FALSE",0.25,0.25,1979,1979,"white",0.15,1,0.95
1,1979.125,0.249237804878049,"#e41a1c","1",2,"FALSE","FALSE",0.249237804878049,0.249237804878049,1979.125,1979.125,"white",0.15,1,0.95
1,1979.875,0.244664634146341,"#e41a1c","1",2,"FALSE","FALSE",0.244664634146341,0.244664634146341,1979.875,1979.875,"white",0.15,1,0.95
1,1980,0.24390243902439,"#e41a1c","1",2,"FALSE","FALSE",0.24390243902439,0.24390243902439,1980,1980,"white",0.15,1,0.95
1,1980.125,0.246152729384437,"#e41a1c","1",2,"FALSE","FALSE",0.246152729384437,0.246152729384437,1980.125,1980.125,"white",0.15,1,0.95
1,1980.875,0.259654471544715,"#e41a1c","1",2,"FALSE","FALSE",0.259654471544715,0.259654471544715,1980.875,1980.875,"white",0.15,1,0.95
1,1981,0.261904761904762,"#e41a1c","1",2,"FALSE","FALSE",0.261904761904762,0.261904761904762,1981,1981,"white",0.15,1,0.95
1,1981.125,0.259722222222222,"#e41a1c","1",2,"FALSE","FALSE",0.259722222222222,0.259722222222222,1981.125,1981.125,"white",0.15,1,0.95
1,1981.875,0.246626984126984,"#e41a1c","1",2,"FALSE","FALSE",0.246626984126984,0.246626984126984,1981.875,1981.875,"white",0.15,1,0.95
1,1982,0.244444444444444,"#e41a1c","1",2,"FALSE","FALSE",0.244444444444444,0.244444444444444,1982,1982,"white",0.15,1,0.95
1,1982.125,0.244444444444444,"#e41a1c","1",2,"FALSE","FALSE",0.244444444444444,0.244444444444444,1982.125,1982.125,"white",0.15,1,0.95
1,1982.875,0.244444444444444,"#e41a1c","1",2,"FALSE","FALSE",0.244444444444444,0.244444444444444,1982.875,1982.875,"white",0.15,1,0.95
1,1983,0.244444444444444,"#e41a1c","1",2,"FALSE","FALSE",0.244444444444444,0.244444444444444,1983,1983,"white",0.15,1,0.95
1,1983.125,0.24580378250591,"#e41a1c","1",2,"FALSE","FALSE",0.24580378250591,0.24580378250591,1983.125,1983.125,"white",0.15,1,0.95
1,1983.875,0.253959810874704,"#e41a1c","1",2,"FALSE","FALSE",0.253959810874704,0.253959810874704,1983.875,1983.875,"white",0.15,1,0.95
1,1984,0.25531914893617,"#e41a1c","1",2,"FALSE","FALSE",0.25531914893617,0.25531914893617,1984,1984,"white",0.15,1,0.95
1,1984.125,0.255904255319149,"#e41a1c","1",2,"FALSE","FALSE",0.253404255319149,0.255904255319149,1984.125,1984.125,"white",0.15,1,0.95
1,1984.875,0.259414893617021,"#e41a1c","1",2,"FALSE","FALSE",0.241914893617021,0.259414893617021,1984.875,1984.875,"white",0.15,1,0.95
1,1985,0.26,"#e41a1c","1",2,"FALSE","FALSE",0.24,0.26,1985,1985,"white",0.15,1,0.95
1,1985.125,0.26,"#e41a1c","1",2,"FALSE","FALSE",0.24,0.26,1985.125,1985.125,"white",0.15,1,0.95
1,1985.875,0.26,"#e41a1c","1",2,"FALSE","FALSE",0.24,0.26,1985.875,1985.875,"white",0.15,1,0.95
1,1986,0.26,"#e41a1c","1",2,"FALSE","FALSE",0.24,0.26,1986,1986,"white",0.15,1,0.95
1,1986.125,0.261153846153846,"#e41a1c","1",2,"FALSE","FALSE",0.238846153846154,0.261153846153846,1986.125,1986.125,"white",0.15,1,0.95
1,1986.875,0.268076923076923,"#e41a1c","1",2,"FALSE","FALSE",0.231923076923077,0.268076923076923,1986.875,1986.875,"white",0.15,1,0.95
1,1987,0.269230769230769,"#e41a1c","1",2,"FALSE","FALSE",0.230769230769231,0.269230769230769,1987,1987,"white",0.15,1,0.95
1,1987.125,0.269230769230769,"#e41a1c","1",2,"FALSE","FALSE",0.230769230769231,0.269230769230769,1987.125,1987.125,"white",0.15,1,0.95
1,1987.875,0.269230769230769,"#e41a1c","1",2,"FALSE","FALSE",0.230769230769231,0.269230769230769,1987.875,1987.875,"white",0.15,1,0.95
1,1988,0.269230769230769,"#e41a1c","1",2,"FALSE","FALSE",0.230769230769231,0.269230769230769,1988,1988,"white",0.15,1,0.95
1,1988.125,0.270299145299145,"#e41a1c","1",2,"FALSE","FALSE",0.229700854700855,0.270299145299145,1988.125,1988.125,"white",0.15,1,0.95
1,1988.875,0.276709401709402,"#e41a1c","1",2,"FALSE","FALSE",0.223290598290598,0.276709401709402,1988.875,1988.875,"white",0.15,1,0.95
1,1989,0.277777777777778,"#e41a1c","1",2,"FALSE","FALSE",0.222222222222222,0.277777777777778,1989,1989,"white",0.15,1,0.95
1,1989.125,0.279693486590038,"#e41a1c","1",2,"FALSE","FALSE",0.222461685823755,0.279693486590038,1989.125,1989.125,"white",0.15,1,0.95
1,1989.875,0.291187739463602,"#e41a1c","1",2,"FALSE","FALSE",0.22389846743295,0.291187739463602,1989.875,1989.875,"white",0.15,1,0.95
1,1990,0.293103448275862,"#e41a1c","1",2,"FALSE","FALSE",0.224137931034483,0.293103448275862,1990,1990,"white",0.15,1,0.95
1,1990.125,0.294601110461718,"#e41a1c","1",2,"FALSE","FALSE",0.225781706604325,0.294601110461718,1990.125,1990.125,"white",0.15,1,0.95
1,1990.875,0.303587083576856,"#e41a1c","1",2,"FALSE","FALSE",0.235644360023378,0.303587083576856,1990.875,1990.875,"white",0.15,1,0.95
1,1991,0.305084745762712,"#e41a1c","1",2,"FALSE","FALSE",0.23728813559322,0.305084745762712,1991,1991,"white",0.15,1,0.95
1,1991.125,0.306532485875706,"#e41a1c","1",2,"FALSE","FALSE",0.236793785310735,0.306532485875706,1991.125,1991.125,"white",0.15,1,0.95
1,1991.875,0.315218926553672,"#e41a1c","1",2,"FALSE","FALSE",0.233827683615819,0.315218926553672,1991.875,1991.875,"white",0.15,1,0.95
1,1992,0.316666666666667,"#e41a1c","1",2,"FALSE","FALSE",0.233333333333333,0.316666666666667,1992,1992,"white",0.15,1,0.95
1,1992.125,0.317405913978495,"#e41a1c","1",2,"FALSE","FALSE",0.234408602150538,0.317405913978495,1992.125,1992.125,"white",0.15,1,0.95
1,1992.875,0.321841397849462,"#e41a1c","1",2,"FALSE","FALSE",0.240860215053763,0.321841397849462,1992.875,1992.875,"white",0.15,1,0.95
1,1993,0.32258064516129,"#e41a1c","1",2,"FALSE","FALSE",0.241935483870968,0.32258064516129,1993,1993,"white",0.15,1,0.95
1,1993.125,0.321940604198669,"#e41a1c","1",2,"FALSE","FALSE",0.241455453149002,0.321940604198669,1993.125,1993.125,"white",0.15,1,0.95
1,1993.875,0.318100358422939,"#e41a1c","1",2,"FALSE","FALSE",0.238575268817204,0.318100358422939,1993.875,1993.875,"white",0.15,1,0.95
1,1994,0.317460317460317,"#e41a1c","1",2,"FALSE","FALSE",0.238095238095238,0.317460317460317,1994,1994,"white",0.15,1,0.95
1,1994.125,0.317460317460317,"#e41a1c","1",2,"FALSE","FALSE",0.238095238095238,0.317460317460317,1994.125,1994.125,"white",0.15,1,0.95
1,1994.875,0.317460317460317,"#e41a1c","1",2,"FALSE","FALSE",0.238095238095238,0.317460317460317,1994.875,1994.875,"white",0.15,1,0.95
1,1995,0.317460317460317,"#e41a1c","1",2,"FALSE","FALSE",0.238095238095238,0.317460317460317,1995,1995,"white",0.15,1,0.95
1,1995.125,0.316840277777778,"#e41a1c","1",2,"FALSE","FALSE",0.237630208333333,0.316840277777778,1995.125,1995.125,"white",0.15,1,0.95
1,1995.875,0.31312003968254,"#e41a1c","1",2,"FALSE","FALSE",0.234840029761905,0.31312003968254,1995.875,1995.875,"white",0.15,1,0.95
1,1996,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.234375,0.3125,1996,1996,"white",0.15,1,0.95
1,1996.125,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.234375,0.3125,1996.125,1996.125,"white",0.15,1,0.95
1,1996.875,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.234375,0.3125,1996.875,1996.875,"white",0.15,1,0.95
1,1997,0.3125,"#e41a1c","1",2,"FALSE","FALSE",0.234375,0.3125,1997,1997,"white",0.15,1,0.95
1,1997.125,0.310202205882353,"#e41a1c","1",2,"FALSE","FALSE",0.232651654411765,0.310202205882353,1997.125,1997.125,"white",0.15,1,0.95
1,1997.875,0.296415441176471,"#e41a1c","1",2,"FALSE","FALSE",0.222311580882353,0.296415441176471,1997.875,1997.875,"white",0.15,1,0.95
1,1998,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.220588235294118,0.294117647058824,1998,1998,"white",0.15,1,0.95
1,1998.125,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.220588235294118,0.294117647058824,1998.125,1998.125,"white",0.15,1,0.95
1,1998.875,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.220588235294118,0.294117647058824,1998.875,1998.875,"white",0.15,1,0.95
1,1999,0.294117647058824,"#e41a1c","1",2,"FALSE","FALSE",0.220588235294118,0.294117647058824,1999,1999,"white",0.15,1,0.95
1,1999.125,0.293067226890756,"#e41a1c","1",2,"FALSE","FALSE",0.219800420168067,0.293067226890756,1999.125,1999.125,"white",0.15,1,0.95
1,1999.875,0.286764705882353,"#e41a1c","1",2,"FALSE","FALSE",0.215073529411765,0.286764705882353,1999.875,1999.875,"white",0.15,1,0.95
1,2000,0.285714285714286,"#e41a1c","1",2,"FALSE","FALSE",0.214285714285714,0.285714285714286,2000,2000,"white",0.15,1,0.95
1,2000.125,0.284722222222222,"#e41a1c","1",2,"FALSE","FALSE",0.213541666666667,0.284722222222222,2000.125,2000.125,"white",0.15,1,0.95
