"layer","x","y","fill","PANEL","group","align_padding","flipped_aes","ymin","ymax","xmin","xmax","colour","linewidth","linetype","alpha"
1,1962.125,0.285714285714286,"#4daf4a","1",3,"FALSE","FALSE",0.0476190476190476,0.285714285714286,1962.125,1962.125,"white",0.15,1,0.95
1,1962.875,0.285714285714286,"#4daf4a","1",3,"FALSE","FALSE",0.0476190476190476,0.285714285714286,1962.875,1962.875,"white",0.15,1,0.95
1,1963,0.285714285714286,"#4daf4a","1",3,"FALSE","FALSE",0.0476190476190476,0.285714285714286,1963,1963,"white",0.15,1,0.95
1,1963.125,0.284090909090909,"#4daf4a","1",3,"FALSE","FALSE",0.0473484848484848,0.284090909090909,1963.125,1963.125,"white",0.15,1,0.95
1,1963.875,0.274350649350649,"#4daf4a","1",3,"FALSE","FALSE",0.0457251082251082,0.274350649350649,1963.875,1963.875,"white",0.15,1,0.95
1,1964,0.272727272727273,"#4daf4a","1",3,"FALSE","FALSE",0.0454545454545455,0.272727272727273,1964,1964,"white",0.15,1,0.95
1,1964.125,0.272727272727273,"#4daf4a","1",3,"FALSE","FALSE",0.0454545454545455,0.272727272727273,1964.125,1964.125,"white",0.15,1,0.95
1,1964.875,0.272727272727273,"#4daf4a","1",3,"FALSE","FALSE",0.0454545454545455,0.272727272727273,1964.875,1964.875,"white",0.15,1,0.95
1,1965,0.272727272727273,"#4daf4a","1",3,"FALSE","FALSE",0.0454545454545455,0.272727272727273,1965,1965,"white",0.15,1,0.95
1,1965.125,0.276679841897233,"#4daf4a","1",3,"FALSE","FALSE",0.0452075098814229,0.276679841897233,1965.125,1965.125,"white",0.15,1,0.95
1,1965.875,0.300395256916996,"#4daf4a","1",3,"FALSE","FALSE",0.0437252964426877,0.300395256916996,1965.875,1965.875,"white",0.15,1,0.95
1,1966,0.304347826086957,"#4daf4a","1",3,"FALSE","FALSE",0.0434782608695652,0.304347826086957,1966,1966,"white",0.15,1,0.95
1,1966.125,0.30276268115942,"#4daf4a","1",3,"FALSE","FALSE",0.0432518115942029,0.30276268115942,1966.125,1966.125,"white",0.15,1,0.95
1,1966.875,0.293251811594203,"#4daf4a","1",3,"FALSE","FALSE",0.041893115942029,0.293251811594203,1966.875,1966.875,"white",0.15,1,0.95
1,1967,0.291666666666667,"#4daf4a","1",3,"FALSE","FALSE",0.0416666666666667,0.291666666666667,1967,1967,"white",0.15,1,0.95
1,1967.125,0.291666666666667,"#4daf4a","1",3,"FALSE","FALSE",0.0416666666666667,0.291666666666667,1967.125,1967.125,"white",0.15,1,0.95
1,1967.875,0.291666666666667,"#4daf4a","1",3,"FALSE","FALSE",0.0416666666666667,0.291666666666667,1967.875,1967.875,"white",0.15,1,0.95
1,1968,0.291666666666667,"#4daf4a","1",3,"FALSE","FALSE",0.0416666666666667,0.291666666666667,1968,1968,"white",0.15,1,0.95
1,1968.125,0.295208333333333,"#4daf4a","1",3,"FALSE","FALSE",0.0464583333333333,0.295208333333333,1968.125,1968.125,"white",0.15,1,0.95
1,1968.875,0.316458333333333,"#4daf4a","1",3,"FALSE","FALSE",0.0752083333333333,0.316458333333333,1968.875,1968.875,"white",0.15,1,0.95
1,1969,0.32,"#4daf4a","1",3,"FALSE","FALSE",0.08,0.32,1969,1969,"white",0.15,1,0.95
1,1969.125,0.317037037037037,"#4daf4a","1",3,"FALSE","FALSE",0.0792592592592593,0.317037037037037,1969.125,1969.125,"white",0.15,1,0.95
1,1969.875,0.299259259259259,"#4daf4a","1",3,"FALSE","FALSE",0.0748148148148148,0.299259259259259,1969.875,1969.875,"white",0.15,1,0.95
1,1970,0.296296296296296,"#4daf4a","1",3,"FALSE","FALSE",0.0740740740740741,0.296296296296296,1970,1970,"white",0.15,1,0.95
1,1970.125,0.296296296296296,"#4daf4a","1",3,"FALSE","FALSE",0.0740740740740741,0.296296296296296,1970.125,1970.125,"white",0.15,1,0.95
1,1970.875,0.296296296296296,"#4daf4a","1",3,"FALSE","FALSE",0.0740740740740741,0.296296296296296,1970.875,1970.875,"white",0.15,1,0.95
1,1971,0.296296296296296,"#4daf4a","1",3,"FALSE","FALSE",0.0740740740740741,0.296296296296296,1971,1971,"white",0.15,1,0.95
1,1971.125,0.293742017879949,"#4daf4a","1",3,"FALSE","FALSE",0.0734355044699872,0.293742017879949,1971.125,1971.125,"white",0.15,1,0.95
1,1971.875,0.278416347381865,"#4daf4a","1",3,"FALSE","FALSE",0.0696040868454662,0.278416347381865,1971.875,1971.875,"white",0.15,1,0.95
1,1972,0.275862068965517,"#4daf4a","1",3,"FALSE","FALSE",0.0689655172413793,0.275862068965517,1972,1972,"white",0.15,1,0.95
1,1972.125,0.274712643678161,"#4daf4a","1",3,"FALSE","FALSE",0.0686781609195402,0.274712643678161,1972.125,1972.125,"white",0.15,1,0.95
1,1972.875,0.267816091954023,"#4daf4a","1",3,"FALSE","FALSE",0.0669540229885058,0.267816091954023,1972.875,1972.875,"white",0.15,1,0.95
1,1973,0.266666666666667,"#4daf4a","1",3,"FALSE","FALSE",0.0666666666666667,0.266666666666667,1973,1973,"white",0.15,1,0.95
1,1973.125,0.265591397849462,"#4daf4a","1",3,"FALSE","FALSE",0.0663978494623656,0.265591397849462,1973.125,1973.125,"white",0.15,1,0.95
1,1973.875,0.259139784946237,"#4daf4a","1",3,"FALSE","FALSE",0.0647849462365591,0.259139784946237,1973.875,1973.875,"white",0.15,1,0.95
1,1974,0.258064516129032,"#4daf4a","1",3,"FALSE","FALSE",0.0645161290322581,0.258064516129032,1974,1974,"white",0.15,1,0.95
1,1974.125,0.257056451612903,"#4daf4a","1",3,"FALSE","FALSE",0.0642641129032258,0.257056451612903,1974.125,1974.125,"white",0.15,1,0.95
1,1974.875,0.251008064516129,"#4daf4a","1",3,"FALSE","FALSE",0.0627520161290323,0.251008064516129,1974.875,1974.875,"white",0.15,1,0.95
1,1975,0.25,"#4daf4a","1",3,"FALSE","FALSE",0.0625,0.25,1975,1975,"white",0.15,1,0.95
1,1975.125,0.255514705882353,"#4daf4a","1",3,"FALSE","FALSE",0.0620404411764706,0.255514705882353,1975.125,1975.125,"white",0.15,1,0.95
1,1975.875,0.288602941176471,"#4daf4a","1",3,"FALSE","FALSE",0.0592830882352941,0.288602941176471,1975.875,1975.875,"white",0.15,1,0.95
1,1976,0.294117647058824,"#4daf4a","1",3,"FALSE","FALSE",0.0588235294117647,0.294117647058824,1976,1976,"white",0.15,1,0.95
1,1976.125,0.294117647058824,"#4daf4a","1",3,"FALSE","FALSE",0.0588235294117647,0.294117647058824,1976.125,1976.125,"white",0.15,1,0.95
1,1976.875,0.294117647058824,"#4daf4a","1",3,"FALSE","FALSE",0.0588235294117647,0.294117647058824,1976.875,1976.875,"white",0.15,1,0.95
1,1977,0.294117647058824,"#4daf4a","1",3,"FALSE","FALSE",0.0588235294117647,0.294117647058824,1977,1977,"white",0.15,1,0.95
1,1977.125,0.289404223227753,"#4daf4a","1",3,"FALSE","FALSE",0.0578808446455505,0.289404223227753,1977.125,1977.125,"white",0.15,1,0.95
1,1977.875,0.261123680241327,"#4daf4a","1",3,"FALSE","FALSE",0.0522247360482655,0.261123680241327,1977.875,1977.875,"white",0.15,1,0.95
1,1978,0.256410256410256,"#4daf4a","1",3,"FALSE","FALSE",0.0512820512820513,0.256410256410256,1978,1978,"white",0.15,1,0.95
1,1978.125,0.255608974358974,"#4daf4a","1",3,"FALSE","FALSE",0.0511217948717949,0.255608974358974,1978.125,1978.125,"white",0.15,1,0.95
1,1978.875,0.250801282051282,"#4daf4a","1",3,"FALSE","FALSE",0.0501602564102564,0.250801282051282,1978.875,1978.875,"white",0.15,1,0.95
1,1979,0.25,"#4daf4a","1",3,"FALSE","FALSE",0.05,0.25,1979,1979,"white",0.15,1,0.95
1,1979.125,0.249237804878049,"#4daf4a","1",3,"FALSE","FALSE",0.0498475609756098,0.249237804878049,1979.125,1979.125,"white",0.15,1,0.95
1,1979.875,0.244664634146341,"#4daf4a","1",3,"FALSE","FALSE",0.0489329268292683,0.244664634146341,1979.875,1979.875,"white",0.15,1,0.95
1,1980,0.24390243902439,"#4daf4a","1",3,"FALSE","FALSE",0.0487804878048781,0.24390243902439,1980,1980,"white",0.15,1,0.95
1,1980.125,0.246152729384437,"#4daf4a","1",3,"FALSE","FALSE",0.0516114982578397,0.246152729384437,1980.125,1980.125,"white",0.15,1,0.95
1,1980.875,0.259654471544715,"#4daf4a","1",3,"FALSE","FALSE",0.0685975609756097,0.259654471544715,1980.875,1980.875,"white",0.15,1,0.95
1,1981,0.261904761904762,"#4daf4a","1",3,"FALSE","FALSE",0.0714285714285714,0.261904761904762,1981,1981,"white",0.15,1,0.95
1,1981.125,0.259722222222222,"#4daf4a","1",3,"FALSE","FALSE",0.0708333333333333,0.259722222222222,1981.125,1981.125,"white",0.15,1,0.95
1,1981.875,0.246626984126984,"#4daf4a","1",3,"FALSE","FALSE",0.0672619047619048,0.246626984126984,1981.875,1981.875,"white",0.15,1,0.95
1,1982,0.244444444444444,"#4daf4a","1",3,"FALSE","FALSE",0.0666666666666667,0.244444444444444,1982,1982,"white",0.15,1,0.95
1,1982.125,0.244444444444444,"#4daf4a","1",3,"FALSE","FALSE",0.0666666666666667,0.244444444444444,1982.125,1982.125,"white",0.15,1,0.95
1,1982.875,0.244444444444444,"#4daf4a","1",3,"FALSE","FALSE",0.0666666666666667,0.244444444444444,1982.875,1982.875,"white",0.15,1,0.95
1,1983,0.244444444444444,"#4daf4a","1",3,"FALSE","FALSE",0.0666666666666667,0.244444444444444,1983,1983,"white",0.15,1,0.95
1,1983.125,0.24580378250591,"#4daf4a","1",3,"FALSE","FALSE",0.0663120567375887,0.24580378250591,1983.125,1983.125,"white",0.15,1,0.95
1,1983.875,0.253959810874704,"#4daf4a","1",3,"FALSE","FALSE",0.0641843971631206,0.253959810874704,1983.875,1983.875,"white",0.15,1,0.95
1,1984,0.25531914893617,"#4daf4a","1",3,"FALSE","FALSE",0.0638297872340425,0.25531914893617,1984,1984,"white",0.15,1,0.95
1,1984.125,0.253404255319149,"#4daf4a","1",3,"FALSE","FALSE",0.0633510638297872,0.253404255319149,1984.125,1984.125,"white",0.15,1,0.95
1,1984.875,0.241914893617021,"#4daf4a","1",3,"FALSE","FALSE",0.0604787234042553,0.241914893617021,1984.875,1984.875,"white",0.15,1,0.95
1,1985,0.24,"#4daf4a","1",3,"FALSE","FALSE",0.06,0.24,1985,1985,"white",0.15,1,0.95
1,1985.125,0.24,"#4daf4a","1",3,"FALSE","FALSE",0.06,0.24,1985.125,1985.125,"white",0.15,1,0.95
1,1985.875,0.24,"#4daf4a","1",3,"FALSE","FALSE",0.06,0.24,1985.875,1985.875,"white",0.15,1,0.95
1,1986,0.24,"#4daf4a","1",3,"FALSE","FALSE",0.06,0.24,1986,1986,"white",0.15,1,0.95
1,1986.125,0.238846153846154,"#4daf4a","1",3,"FALSE","FALSE",0.0597115384615385,0.238846153846154,1986.125,1986.125,"white",0.15,1,0.95
1,1986.875,0.231923076923077,"#4daf4a","1",3,"FALSE","FALSE",0.0579807692307692,0.231923076923077,1986.875,1986.875,"white",0.15,1,0.95
1,1987,0.230769230769231,"#4daf4a","1",3,"FALSE","FALSE",0.0576923076923077,0.230769230769231,1987,1987,"white",0.15,1,0.95
1,1987.125,0.230769230769231,"#4daf4a","1",3,"FALSE","FALSE",0.0576923076923077,0.230769230769231,1987.125,1987.125,"white",0.15,1,0.95
1,1987.875,0.230769230769231,"#4daf4a","1",3,"FALSE","FALSE",0.0576923076923077,0.230769230769231,1987.875,1987.875,"white",0.15,1,0.95
1,1988,0.230769230769231,"#4daf4a","1",3,"FALSE","FALSE",0.0576923076923077,0.230769230769231,1988,1988,"white",0.15,1,0.95
1,1988.125,0.229700854700855,"#4daf4a","1",3,"FALSE","FALSE",0.0574252136752137,0.229700854700855,1988.125,1988.125,"white",0.15,1,0.95
1,1988.875,0.223290598290598,"#4daf4a","1",3,"FALSE","FALSE",0.0558226495726496,0.223290598290598,1988.875,1988.875,"white",0.15,1,0.95
1,1989,0.222222222222222,"#4daf4a","1",3,"FALSE","FALSE",0.0555555555555556,0.222222222222222,1989,1989,"white",0.15,1,0.95
1,1989.125,0.222461685823755,"#4daf4a","1",3,"FALSE","FALSE",0.0572318007662835,0.222461685823755,1989.125,1989.125,"white",0.15,1,0.95
1,1989.875,0.22389846743295,"#4daf4a","1",3,"FALSE","FALSE",0.0672892720306513,0.22389846743295,1989.875,1989.875,"white",0.15,1,0.95
1,1990,0.224137931034483,"#4daf4a","1",3,"FALSE","FALSE",0.0689655172413793,0.224137931034483,1990,1990,"white",0.15,1,0.95
1,1990.125,0.225781706604325,"#4daf4a","1",3,"FALSE","FALSE",0.07093804792519,0.225781706604325,1990.125,1990.125,"white",0.15,1,0.95
1,1990.875,0.235644360023378,"#4daf4a","1",3,"FALSE","FALSE",0.0827732320280538,0.235644360023378,1990.875,1990.875,"white",0.15,1,0.95
1,1991,0.23728813559322,"#4daf4a","1",3,"FALSE","FALSE",0.0847457627118644,0.23728813559322,1991,1991,"white",0.15,1,0.95
1,1991.125,0.236793785310735,"#4daf4a","1",3,"FALSE","FALSE",0.084569209039548,0.236793785310735,1991.125,1991.125,"white",0.15,1,0.95
1,1991.875,0.233827683615819,"#4daf4a","1",3,"FALSE","FALSE",0.0835098870056497,0.233827683615819,1991.875,1991.875,"white",0.15,1,0.95
1,1992,0.233333333333333,"#4daf4a","1",3,"FALSE","FALSE",0.0833333333333333,0.233333333333333,1992,1992,"white",0.15,1,0.95
1,1992.125,0.234408602150538,"#4daf4a","1",3,"FALSE","FALSE",0.082997311827957,0.234408602150538,1992.125,1992.125,"white",0.15,1,0.95
1,1992.875,0.240860215053763,"#4daf4a","1",3,"FALSE","FALSE",0.0809811827956989,0.240860215053763,1992.875,1992.875,"white",0.15,1,0.95
1,1993,0.241935483870968,"#4daf4a","1",3,"FALSE","FALSE",0.0806451612903226,0.241935483870968,1993,1993,"white",0.15,1,0.95
1,1993.125,0.241455453149002,"#4daf4a","1",3,"FALSE","FALSE",0.0804851510496672,0.241455453149002,1993.125,1993.125,"white",0.15,1,0.95
1,1993.875,0.238575268817204,"#4daf4a","1",3,"FALSE","FALSE",0.0795250896057348,0.238575268817204,1993.875,1993.875,"white",0.15,1,0.95
1,1994,0.238095238095238,"#4daf4a","1",3,"FALSE","FALSE",0.0793650793650794,0.238095238095238,1994,1994,"white",0.15,1,0.95
1,1994.125,0.238095238095238,"#4daf4a","1",3,"FALSE","FALSE",0.0793650793650794,0.238095238095238,1994.125,1994.125,"white",0.15,1,0.95
1,1994.875,0.238095238095238,"#4daf4a","1",3,"FALSE","FALSE",0.0793650793650794,0.238095238095238,1994.875,1994.875,"white",0.15,1,0.95
1,1995,0.238095238095238,"#4daf4a","1",3,"FALSE","FALSE",0.0793650793650794,0.238095238095238,1995,1995,"white",0.15,1,0.95
1,1995.125,0.237630208333333,"#4daf4a","1",3,"FALSE","FALSE",0.0792100694444444,0.237630208333333,1995.125,1995.125,"white",0.15,1,0.95
1,1995.875,0.234840029761905,"#4daf4a","1",3,"FALSE","FALSE",0.0782800099206349,0.234840029761905,1995.875,1995.875,"white",0.15,1,0.95
1,1996,0.234375,"#4daf4a","1",3,"FALSE","FALSE",0.078125,0.234375,1996,1996,"white",0.15,1,0.95
1,1996.125,0.234375,"#4daf4a","1",3,"FALSE","FALSE",0.078125,0.234375,1996.125,1996.125,"white",0.15,1,0.95
1,1996.875,0.234375,"#4daf4a","1",3,"FALSE","FALSE",0.078125,0.234375,1996.875,1996.875,"white",0.15,1,0.95
1,1997,0.234375,"#4daf4a","1",3,"FALSE","FALSE",0.078125,0.234375,1997,1997,"white",0.15,1,0.95
1,1997.125,0.232651654411765,"#4daf4a","1",3,"FALSE","FALSE",0.0775505514705882,0.232651654411765,1997.125,1997.125,"white",0.15,1,0.95
1,1997.875,0.222311580882353,"#4daf4a","1",3,"FALSE","FALSE",0.0741038602941176,0.222311580882353,1997.875,1997.875,"white",0.15,1,0.95
1,1998,0.220588235294118,"#4daf4a","1",3,"FALSE","FALSE",0.0735294117647059,0.220588235294118,1998,1998,"white",0.15,1,0.95
1,1998.125,0.220588235294118,"#4daf4a","1",3,"FALSE","FALSE",0.0735294117647059,0.220588235294118,1998.125,1998.125,"white",0.15,1,0.95
1,1998.875,0.220588235294118,"#4daf4a","1",3,"FALSE","FALSE",0.0735294117647059,0.220588235294118,1998.875,1998.875,"white",0.15,1,0.95
1,1999,0.220588235294118,"#4daf4a","1",3,"FALSE","FALSE",0.0735294117647059,0.220588235294118,1999,1999,"white",0.15,1,0.95
1,1999.125,0.219800420168067,"#4daf4a","1",3,"FALSE","FALSE",0.0732668067226891,0.219800420168067,1999.125,1999.125,"white",0.15,1,0.95
1,1999.875,0.215073529411765,"#4daf4a","1",3,"FALSE","FALSE",0.0716911764705882,0.215073529411765,1999.875,1999.875,"white",0.15,1,0.95
1,2000,0.214285714285714,"#4daf4a","1",3,"FALSE","FALSE",0.0714285714285714,0.214285714285714,2000,2000,"white",0.15,1,0.95
1,2000.125,0.213541666666667,"#4daf4a","1",3,"FALSE","FALSE",0.0711805555555556,0.213541666666667,2000.125,2000.125,"white",0.15,1,0.95
1,2000.875,0.209077380952381,"#4daf4a","1",3,"FALSE","FALSE",0.0696924603174603,0.209077380952381,2000.875,2000.875,"white",0.15,1,0.95
1,2001,0.208333333333333,"#4daf4a","1",3,"FALSE","FALSE",0.0694444444444444,0.208333333333333,2001,2001,"white",0.15,1,0.95
1,2001.125,0.208333333333333,"#4daf4a","1",3,"FALSE","FALSE",0.0694444444444444,0.208333333333333,2001.125,2001.125,"white",0.15,1,0.95
1,2001.875,0.208333333333333,"#4daf4a","1",3,"FALSE","FALSE",0.0694444444444444,0.208333333333333,2001.875,2001.875,"white",0.15,1,0.95
1,2002,0.208333333333333,"#4daf4a","1",3,"FALSE","FALSE",0.0694444444444444,0.208333333333333,2002,2002,"white",0.15,1,0.95
1,2002.125,0.209688926940639,"#4daf4a","1",3,"FALSE","FALSE",0.0710378614916286,0.209688926940639,2002.125,2002.125,"white",0.15,1,0.95
1,2002.875,0.217822488584475,"#4daf4a","1",3,"FALSE","FALSE",0.0805983637747336,0.217822488584475,2002.875,2002.875,"white",0.15,1,0.95
1,2003,0.219178082191781,"#4daf4a","1",3,"FALSE","FALSE",0.0821917808219178,0.219178082191781,2003,2003,"white",0.15,1,0.95
1,2003.125,0.219024411661398,"#4daf4a","1",3,"FALSE","FALSE",0.0831357569371268,0.219024411661398,2003.125,2003.125,"white",0.15,1,0.95
1,2003.875,0.218102388479101,"#4daf4a","1",3,"FALSE","FALSE",0.0887996136283807,0.218102388479101,2003.875,2003.875,"white",0.15,1,0.95
1,2004,0.217948717948718,"#4daf4a","1",3,"FALSE","FALSE",0.0897435897435897,0.217948717948718,2004,2004,"white",0.15,1,0.95
1,2004.125,0.219186140863356,"#4daf4a","1",3,"FALSE","FALSE",0.0911838688737423,0.219186140863356,2004.125,2004.125,"white",0.15,1,0.95
1,2004.875,0.226610678351185,"#4daf4a","1",3,"FALSE","FALSE",0.0998255436546576,0.226610678351185,2004.875,2004.875,"white",0.15,1,0.95
1,2005,0.227848101265823,"#4daf4a","1",3,"FALSE","FALSE",0.10126582278481,0.227848101265823,2005,2005,"white",0.15,1,0.95
1,2005.125,0.227492088607595,"#4daf4a","1",3,"FALSE","FALSE",0.101107594936709,0.227492088607595,2005.125,2005.125,"white",0.15,1,0.95
1,2005.875,0.225356012658228,"#4daf4a","1",3,"FALSE","FALSE",0.100158227848101,0.225356012658228,2005.875,2005.875,"white",0.15,1,0.95
1,2006,0.225,"#4daf4a","1",3,"FALSE","FALSE",0.1,0.225,2006,2006,"white",0.15,1,0.95
1,2006.125,0.225,"#4daf4a","1",3,"FALSE","FALSE",0.1,0.225,2006.125,2006.125,"white",0.15,1,0.95
1,2006.875,0.225,"#4daf4a","1",3,"FALSE","FALSE",0.1,0.225,2006.875,2006.875,"white",0.15,1,0.95
1,2007,0.225,"#4daf4a","1",3,"FALSE","FALSE",0.1,0.225,2007,2007,"white",0.15,1,0.95
1,2007.125,0.223263888888889,"#4daf4a","1",3,"FALSE","FALSE",0.0986111111111111,0.223263888888889,2007.125,2007.125,"white",0.15,1,0.95
1,2007.875,0.212847222222222,"#4daf4a","1",3,"FALSE","FALSE",0.0902777777777778,0.212847222222222,2007.875,2007.875,"white",0.15,1,0.95
1,2008,0.211111111111111,"#4daf4a","1",3,"FALSE","FALSE",0.0888888888888889,0.211111111111111,2008,2008,"white",0.15,1,0.95
1,2008.125,0.21219474969475,"#4daf4a","1",3,"FALSE","FALSE",0.0901404151404151,0.21219474969475,2008.125,2008.125,"white",0.15,1,0.95
1,2008.875,0.218696581196581,"#4daf4a","1",3,"FALSE","FALSE",0.0976495726495727,0.218696581196581,2008.875,2008.875,"white",0.15,1,0.95
1,2009,0.21978021978022,"#4daf4a","1",3,"FALSE","FALSE",0.0989010989010989,0.21978021978022,2009,2009,"white",0.15,1,0.95
1,2009.125,0.21978021978022,"#4daf4a","1",3,"FALSE","FALSE",0.0989010989010989,0.21978021978022,2009.125,2009.125,"white",0.15,1,0.95
1,2009.875,0.21978021978022,"#4daf4a","1",3,"FALSE","FALSE",0.0989010989010989,0.21978021978022,2009.875,2009.875,"white",0.15,1,0.95
1,2010,0.21978021978022,"#4daf4a","1",3,"FALSE","FALSE",0.0989010989010989,0.21978021978022,2010,2010,"white",0.15,1,0.95
1,2010.125,0.219481605351171,"#4daf4a","1",3,"FALSE","FALSE",0.0987667224080268,0.219481605351171,2010.125,2010.125,"white",0.15,1,0.95
1,2010.875,0.217689918776875,"#4daf4a","1",3,"FALSE","FALSE",0.0979604634495939,0.217689918776875,2010.875,2010.875,"white",0.15,1,0.95
1,2011,0.217391304347826,"#4daf4a","1",3,"FALSE","FALSE",0.0978260869565217,0.217391304347826,2011,2011,"white",0.15,1,0.95
1,2011.125,0.217391304347826,"#4daf4a","1",3,"FALSE","FALSE",0.0978260869565217,0.217391304347826,2011.125,2011.125,"white",0.15,1,0.95
1,2011.875,0.217391304347826,"#4daf4a","1",3,"FALSE","FALSE",0.0978260869565217,0.217391304347826,2011.875,2011.875,"white",0.15,1,0.95
1,2012,0.217391304347826,"#4daf4a","1",3,"FALSE","FALSE",0.0978260869565217,0.217391304347826,2012,2012,"white",0.15,1,0.95
1,2012.125,0.216533180778032,"#4daf4a","1",3,"FALSE","FALSE",0.0974399313501144,0.216533180778032,2012.125,2012.125,"white",0.15,1,0.95
1,2012.875,0.211384439359268,"#4daf4a","1",3,"FALSE","FALSE",0.0951229977116705,0.211384439359268,2012.875,2012.875,"white",0.15,1,0.95
1,2013,0.210526315789474,"#4daf4a","1",3,"FALSE","FALSE",0.0947368421052632,0.210526315789474,2013,2013,"white",0.15,1,0.95
1,2013.125,0.210252192982456,"#4daf4a","1",3,"FALSE","FALSE",0.0946134868421053,0.210252192982456,2013.125,2013.125,"white",0.15,1,0.95
1,2013.875,0.208607456140351,"#4daf4a","1",3,"FALSE","FALSE",0.0938733552631579,0.208607456140351,2013.875,2013.875,"white",0.15,1,0.95
1,2014,0.208333333333333,"#4daf4a","1",3,"FALSE","FALSE",0.09375,0.208333333333333,2014,2014,"white",0.15,1,0.95
1,2014.125,0.208064862542955,"#4daf4a","1",3,"FALSE","FALSE",0.0936291881443299,0.208064862542955,2014.125,2014.125,"white",0.15,1,0.95
1,2014.875,0.206454037800687,"#4daf4a","1",3,"FALSE","FALSE",0.0929043170103093,0.206454037800687,2014.875,2014.875,"white",0.15,1,0.95
1,2015,0.206185567010309,"#4daf4a","1",3,"FALSE","FALSE",0.0927835051546392,0.206185567010309,2015,2015,"white",0.15,1,0.95
1,2015.125,0.206185567010309,"#4daf4a","1",3,"FALSE","FALSE",0.0927835051546392,0.206185567010309,2015.125,2015.125,"white",0.15,1,0.95
1,2015.875,0.206185567010309,"#4daf4a","1",3,"FALSE","FALSE",0.0927835051546392,0.206185567010309,2015.875,2015.875,"white",0.15,1,0.95
1,2016,0.206185567010309,"#4daf4a","1",3,"FALSE","FALSE",0.0927835051546392,0.206185567010309,2016,2016,"white",0.15,1,0.95
1,2016.125,0.206185567010309,"#4daf4a","1",3,"FALSE","FALSE",0.0927835051546392,0.206185567010309,2016.125,2016.125,"white",0.15,1,0.95
1,2016.875,0.206185567010309,"#4daf4a","1",3,"FALSE","FALSE",0.0927835051546392,0.206185567010309,2016.875,2016.875,"white",0.15,1,0.95
1,2017,0.206185567010309,"#4daf4a","1",3,"FALSE","FALSE",0.0927835051546392,0.206185567010309,2017,2017,"white",0.15,1,0.95
1,2017.125,0.207198085419735,"#4daf4a","1",3,"FALSE","FALSE",0.0939406690511256,0.207198085419735,2017.125,2017.125,"white",0.15,1,0.95
1,2017.875,0.213273195876289,"#4daf4a","1",3,"FALSE","FALSE",0.100883652430044,0.213273195876289,2017.875,2017.875,"white",0.15,1,0.95
1,2018,0.214285714285714,"#4daf4a","1",3,"FALSE","FALSE",0.102040816326531,0.214285714285714,2018,2018,"white",0.15,1,0.95
1,2018.125,0.215277777777778,"#4daf4a","1",3,"FALSE","FALSE",0.101911976911977,0.215277777777778,2018.125,2018.125,"white",0.15,1,0.95
1,2018.875,0.221230158730159,"#4daf4a","1",3,"FALSE","FALSE",0.101138940424655,0.221230158730159,2018.875,2018.875,"white",0.15,1,0.95
1,2019,0.222222222222222,"#4daf4a","1",3,"FALSE","FALSE",0.101010101010101,0.222222222222222,2019,2019,"white",0.15,1,0.95
1,2019.125,0.222222222222222,"#4daf4a","1",3,"FALSE","FALSE",0.101010101010101,0.222222222222222,2019.125,2019.125,"white",0.15,1,0.95
1,2019.875,0.222222222222222,"#4daf4a","1",3,"FALSE","FALSE",0.101010101010101,0.222222222222222,2019.875,2019.875,"white",0.15,1,0.95
1,2020,0.222222222222222,"#4daf4a","1",3,"FALSE","FALSE",0.101010101010101,0.222222222222222,2020,2020,"white",0.15,1,0.95
1,2020.125,0.222222222222222,"#4daf4a","1",3,"FALSE","FALSE",0.101010101010101,0.222222222222222,2020.125,2020.125,"white",0.15,1,0.95
1,2020.875,0.222222222222222,"#4daf4a","1",3,"FALSE","FALSE",0.101010101010101,0.222222222222222,2020.875,2020.875,"white",0.15,1,0.95
1,2021,0.222222222222222,"#4daf4a","1",3,"FALSE","FALSE",0.101010101010101,0.222222222222222,2021,2021,"white",0.15,1,0.95
1,2021.125,0.222222222222222,"#4daf4a","1",3,"FALSE","FALSE",0.101010101010101,0.222222222222222,2021.125,2021.125,"white",0.15,1,0.95
1,2021.875,0.222222222222222,"#4daf4a","1",3,"FALSE","FALSE",0.101010101010101,0.222222222222222,2021.875,2021.875,"white",0.15,1,0.95
1,2022,0.222222222222222,"#4daf4a","1",3,"FALSE","FALSE",0.101010101010101,0.222222222222222,2022,2022,"white",0.15,1,0.95
1,2022.125,0.222222222222222,"#4daf4a","1",3,"FALSE","FALSE",0.101010101010101,0.222222222222222,2022.125,2022.125,"white",0.15,1,0.95
1,2022.875,0.222222222222222,"#4daf4a","1",3,"FALSE","FALSE",0.101010101010101,0.222222222222222,2022.875,2022.875,"white",0.15,1,0.95
1,2023,0.222222222222222,"#4daf4a","1",3,"FALSE","FALSE",0.101010101010101,0.222222222222222,2023,2023,"white",0.15,1,0.95
1,2023.125,0.222222222222222,"#4daf4a","1",3,"FALSE","FALSE",0.101010101010101,0.222222222222222,2023.125,2023.125,"white",0.15,1,0.95
1,2023.875,0.222222222222222,"#4daf4a","1",3,"FALSE","FALSE",0.101010101010101,0.222222222222222,2023.875,2023.875,"white",0.15,1,0.95
1,2024,0.222222222222222,"#4daf4a","1",3,"FALSE","FALSE",0.101010101010101,0.222222222222222,2024,2024,"white",0.15,1,0.95
